Review,SENTIMEN
"['duit', 'shopeepaylaternya', 'masuk', 'otomatis', 'jadi', 'makin', 'gk', 'enak', 'buka', 'aplikasi', 'takut', 'disalahgunain', 'org', 'lain', 'harusnya', 'dananya', 'masuk', 'pas', 'di', 'ajukan', 'aja', 'bukan', 'masuk', 'otomatis', 'padahal', 'suka', 'liat', 'produk', 'walaupun', 'gk', 'belanja', 'yang', 'kadang', 'ujungnya', 'belanja', 'jadi', 'mau', 'tidak', 'mau', 'appnya', 'gw', 'hapus', 'gk', 'enak', 'aja', 'sama', 'temanulasan', 'lengkap']",NEGATIF
"['aku', 'suka', 'main', 'shopee', 'tanam', 'tapi', 'kenapa', 'sekarang', 'ada', 'fitur', 'ambil', 'air', 'punya', 'teman', 'kan', 'sama', 'saja', 'mengajarkan', 'mencuri', 'karena', 'belum', 'tentu', 'temannya', 'mengizinkan', 'pdhal', 'sblmnya', 'sudah', 'bagus', 'dengan', 'saling', 'siram', 'kita', 'diajarkan', 'untuk', 'saling', 'memberi', 'tanpa', 'takut', 'harta', 'kita', 'berkurang', 'walau', 'cuma', 'games', 'seharusnya', 'tulasan', 'lengkap']",NEGATIF
"['percuma', 'ada', 'gratis', 'ongkir', 'cod', 'tapi', 'pas', 'chekout', 'gak', 'bisa', 'dipakai', 'padahal', 'sudah', 'nyari', 'produk', 'sesuai', 'sk', 'kenapa', 'makin', 'ribet', 'sih', 'abis', 'itu', 'lemotnya', 'parah', 'lagi', 'awalnya', 'sih', 'suka', 'tapi', 'lama', 'lama', 'makin', 'ancur', 'ni', 'aplksi', 'terlalu', 'syarat', 'kalo', 'cuma', 'minimal', 'belanja', 'rb', 'sih', 'gak', 'masalah', 'ini', 'harus', 'pakai', 'jasa', 'pengirulasan', 'lengkap']",NEGATIF
"['kenapa', 'setiap', 'saya', 'ingin', 'membeli', 'produk', 'alamat', 'tidak', 'didukungpdahal', 'alamat', 'yang', 'saya', 'masukan', 'sudah', 'benar', 'dan', 'di', 'alamat', 'lengkap', 'tidak', 'menulis', 'lebih', 'dari', 'karakter', 'jasa', 'kirim', 'selalu', 'tidak', 'tersedia', 'dan', 'saya', 'tidak', 'bisa', 'membeli', 'barang²', 'yang', 'ada', 'di', 'shopee']",NEGATIF
"['mau', 'upload', 'produk', 'tapi', 'gak', 'bisa', 'masukan', 'merk', 'udh', 'update', 'juga', 'gabisa', 'mulu', 'please', 'jawabannya']",NEGATIF
"['sekarang', 'shopee', 'gk', 'nyediain', 'gratis', 'ongkirwaktu', 'itu', 'shopee', 'perasaan', 'suka', 'ngasih', 'gratis', 'ongkir', 'terus', 'sekarang', 'malah', 'jarang', 'jadi', 'belanja', 'mahal', 'di', 'ongkir', 'nya', 'aja', 'lain', 'kali', 'untuk', 'shopee', 'banyak', ""''"", 'nyediakan', 'gratis', 'ongkir', 'biar', 'pembeli', 'gk', 'berat', 'di', 'ongkir']",NEGATIF
"['kenpa', 'tiba', 'suka', 'keluar', 'dan', 'harus', 'login', 'lagi', 'terus', 'eror', 'gk', 'bisa', 'diklik']",NEGATIF
"['transaksi', 'bayar', 'tagihan', 'pln', 'lama', 'banget', 'prosesnya', 'bayar', 'jam', 'sore', 'ampe', 'jam', 'mlm', 'belum', 'juga', 'diproses', 'padahal', 'sudah', 'dibayar', 'keburu', 'mati', 'lampu', 'dirumah', 'payah', 'pengajuan', 'pengembalian', 'dana', 'balik', 'pun', 'gak', 'ada', 'faedahnya', 'pdhal', 'saya', 'suka', 'blnja', 'di', 'aplikasi', 'ini', 'alamat', 'uninstall', 'kalau', 'kyak', 'gni', 'terus']",NEGATIF
"['cashback', '%', 'maskimal', 'seribu', 'perak', 'cashback', '%', 'maskimal', 'edzan', 'emang', 'shopee', 'kasih', 'promo']",NEGATIF
"['kecewa', 'banget', 'sama', 'shopeekoin', 'saya', 'bukannya', 'bertambah', 'malah', 'berkurangsusah', 'payah', 'ngumpulin', 'koinsampe', 'rela', 'kuota', 'abis', 'nonton', 'live', 'shopee', 'buat', 'klaim', 'koin', 'nyaeh', 'malah', 'tega', 'banget', 'dikurangi', 'seenak', 'nya', 'tanpa', 'pemberitahuankoin', 'saya', 'yang', 'tadi', 'nya', 'ribu', 'lebih', 'sekarang', 'masa', 'tinggal', 'rbudikurangin', 'nya', 'banyak', 'banget', 'sampe', 'ribupadahal', 'ga', 'dipakai', 'apa', 'koin', 'nyasungguh', 'bener', 'kecewa']",NEGATIF
"['ini', 'shopee', 'kenapa', 'sih', 'update', 'pembaruan', 'mulu', 'baru', 'jg', 'diupdate', 'kmren', 'eh', 'ini', 'update', 'lagi', 'ttep', 'aja', 'lemot', 'td', 'abis', 'isi', 'shopeepay', 'pas', 'mau', 'belanja', 'lagi', 'malah', 'lola', 'banget', 'pdahal', 'jaringan', 'udh', 'kuota', 'jg', 'masih', 'banyak']",NEGATIF
"['hallo', 'shopee', 'kenapa', 'limit', 'shopee', 'paylater', 'sy', 'jadi', 'turunsy', 'selalu', 'tepat', 'bayar', 'cicilan', 'apa', 'shopee', 'sudah', 'bangkrut', 'dan', 'tidak', 'dapat', 'lagi', 'dana', 'shopee', 'paylateratau', 'shopee', 'kena', 'corona']",NEGATIF
"['tadinya', 'seneng', 'belanja', 'di', 'shopee', 'tapi', 'sekarang', 'males', 'soalnya', 'voucer', 'gratis', 'ongkir', '&', 'cashbacknya', 'harus', 'pakai', 'shopee', 'pay', 'jadi', 'ribet']",NEGATIF
"['tolong', 'ya', 'min', 'top', 'uo', 'shopeepay', 'tuh', 'gk', 'mesti', 'pke', 'rekening', 'bisa', 'di', 'indo/', 'alfa', 'gtu']",NEGATIF
"['lambat', 'banget', 'shopee', 'sekarang']",NEGATIF
"['gk', 'bisa', 'beli', 'diamond', 'lagi', 'huu', 'aplikasi', 'shopee', 'pay', 'gw', 'mao', 'gw', 'tarik', 'gk', 'bisa']",NEGATIF
"['pas', 'chekout', 'sering', 'gagal']",NEGATIF
"['pelit', 'sama', 'gratis', 'ongkir', 'non', 'shope', 'pay']",NEGATIF
"['aku', 'tidak', 'suka', 'aplikasi', 'ini', 'sudah', 'tidah', 'jaman', 'jadi', 'aku', 'shopee', 'yang', 'biasa', 'bukan', 'shopee', 'ramadan']",NEGATIF
"['belanja', 'di', 'sini', 'bisa', 'bayar', 'di', 'tempat', 'kah', 'soal', 'nya', 'saya', 'masih', 'sekolah', 'smp', 'gk', 'pandai', 'tranper', 'uang']",NEGATIF
"['shopee', 'sudah', 'makin', 'nggak', 'bener', 'nih', 'pengembalian', 'dana', 'di', 'persulit', 'dikasih', 'forum', 'diskusi', 'tapi', 'pihak', 'shopee', 'sama', 'sekali', 'tidak', 'memberikan', 'kejelasan']",NEGATIF
"['selamat', 'sore', 'shopee', 'saya', 'perhatikan', 'aplikasi', 'ini', 'setelah', 'update', 'makin', 'berat', 'untuk', 'di', 'gunakan', 'harusnya', 'makin', 'gampang', 'dan', 'praktis', 'untuk', 'membuka', 'produk', 'saja', 'lambat', 'sekali', 'mohon', 'setiap', 'melakukan', 'pembaruan', 'di', 'permudah', 'penggunaanya', 'dan', 'fitur', 'yang', 'sekirany', 'tidak', 'berguna', 'di', 'hilangkn', 'saja']",NEGATIF
"['malah', 'makin', 'parah', 'sudah', 'download', 'ulang', 'malah', 'makin', 'blank']",NEGATIF
"['kecewa', 'sama', 'shopee', 'wktu', 'itu', 'saya', 'beli', 'kuota', 'dengan', 'pakait', 'aon', 'gb', 'seharga', 'udh', 'nunggu', 'lama', 'eh', 'yang', 'dapat', 'malah', 'pakait', 'add', 'on', 'gb', 'cuma', 'hari', 'kampret', 'di', 'ajuin', 'untuk', 'pengembalian', 'dana', 'sampai', 'sekarang', 'gk', 'di', 'gubris', 'terus', 'wktu', 'itu', 'pernah', 'ngisi', 'pulsa', 'smartfren', 'kata', 'adekk', 'pulsanya', 'gk', 'sampai', 'walau', 'di', 'sistem', 'udh', 'di', 'kirim', 'katanya', 'di', 'ajuin', 'untuk', 'pengembalian', 'dana', 'juga', 'gk', 'di', 'gubris', 'parahhhhhh']",NEGATIF
"['halo', 'pihak', 'shopee', 'hari', 'ini', 'akun', 'saya', 'di', 'hack', 'oleh', 'orang', 'tak', 'di', 'kenal', 'saya', 'iklaskan', 'karena', 'shopee', 'pay', 'saya', 'cuma', 'ad', 'rp', 'saya', 'harap', 'shopee', 'harus', 'lebih', 'ketat', 'menjaga', 'privasi', 'akun', 'dan', 'menjamin', 'keamanan', 'akun', 'pengguna', 'saya', 'harap', 'cukup', 'akun', 'saya', 'yang', 'di', 'hack', 'dan', 'jangan', 'ada', 'lagi', 'korban', 'saya', 'rasa', 'ini', 'kelalaian', 'pihak', 'shopee', 'terima', 'kasih']",NEGATIF
"['saya', 'sudah', 'lebih', 'dari', 'tahun', 'pakai', 'shopee', 'dan', 'saya', 'setiap', 'bulan', 'pasti', 'transaksi', 'yang', 'dulunya', 'limit', 'shopee', 'pay', 'latter', 'saya', 'dan', 'selalu', 'saya', 'bayar', 'tepat', 'waktu', 'setiap', 'menggunakannya', 'sekarang', 'rupiah', 'limitnya', 'sunggu', 'kecewa', 'klau', 'blum', 'balik', 'limitnya', 'sampai', 'bulan', 'depan', 'saya', 'beralih', 'ke', '-commerce', 'sebelah']",NEGATIF
"['shoppe', 'untuk', 'pengiriman', 'cepat', 'tapi', 'ongkir', 'nya', 'mhal', 'mahal']",NEGATIF
"['bagaimana', 'mau', 'dapat', 'hadiahnya', 'permainan', 'di', 'aplikasi', 'ini', 'selalu', 'curang', 'dan', 'licik']",NEGATIF
"['setelah', 'di', 'update', 'ngga', 'ada', 'gambar', 'produknya', 'gabisa', 'dibeli', 'juga', 'gtau', 'dah', ';']",NEGATIF
"['sudah', 'klaim', 'voucher', 'tapi', 'gak', 'muncul', 'muncul', 'sudah', 'sesuai', '&', 'terus', 'sesuai', 'kategori', 'toko', 'juga', 'ttapi', 'gakbisa']",NEGATIF
"['jelek', 'produknya']",NEGATIF
"['kesel', 'deh', 'makin', 'kesini', 'free', 'ongkirnya', 'cuma', 'php', 'padahal', 'anggota', 'sudah', 'platinum', 'jg', 'sudah', 'ngikutin', '&', 'kapl', 'nya', 'minta', 'di', 'update', 'mulu']",NEGATIF
"['tampilan', 'hasil', 'mesin', 'pencari', 'sering', 'eror', ""'""]",NEGATIF
"['mkin', 'payah', 'aplikasi', 'nya', 'berjalan', 'bnyak', 'eventtapi', 'aplikasi', 'susah', 'berjlan', 'hanya', 'memikirkan', 'keuntungan', 'sematatidak', 'memikirkan', 'kenyamanan', 'konsumen', 'gk', 'berguna']",NEGATIF
"['aplikasi', 'tidak', 'bisa', 'transaksi']",NEGATIF
"['saldo', 'paylater', 'saya', 'kenapa', 'tidak', 'kembali', 'lagi', 'bintang', 'pasti', 'tapi', 'dlu', 'fitur', 'paylatter', 'yang', 'cicilan', 'bunga', 'murahtapi', 'bulan', 'terakhir', 'saldo', 'saya', 'tidak', 'balik', 'lagi', 'malahan', 'alasan', 'pandemi', 'covid', 'jadi', 'sering', 'belok', 'ke', 'toko', 'sebelahcari', 'harga', 'termurah']",NEGATIF
"['aplikasinya', 'lemot', 'banget', 'padahal', 'sinyal', 'full']",NEGATIF
"['notif', 'nya', 'selama', 'barang', 'display', 'stok', 'masih', 'ada', 'jadi', 'dh', 'sy', 'lngsng', 'check', 'outsetelah', 'pesanan', 'bayar', 'ternyata', 'stok', 'kosongalhasil', 'saya', 'batalin', 'pesanan', 'tapi', 'tak', 'jg', 'konfirmasi', 'oleh', 'si', 'penjuallamaaa', 'proses', 'nya', 'meski', 'nunggu', 'lima', 'hari', 'pihak', 'shopee', 'pun', 'tidak', 'bisa', 'berbuat', 'bmyk']",NEGATIF
"['ini', 'kenapa', 'ya', 'kok', 'gk', 'bisa', 'masuktiap', 'kali', 'masuk', 'langsung', 'keluar', 'sendiri']",NEGATIF
"['aku', 'sudah', 'transaksi', 'di', 'indomaret', 'dan', 'indomaret', 'sudah', 'beri', 'bukti', 'pembayaran', 'sukses', 'tapi', 'dari', 'sophee', 'nya', 'eror', 'pas', 'chat', 'dengan', 'agen', 'nya', 'malah', 'janji', 'mulu', 'gk', 'ada', 'tindakan', 'sama', 'sekali', 'benci', 'bangett', 'udh', 'hari', 'uang', 'ku', 'masih', 'di', 'sophee', 'gk', 'di', 'balik', 'in', 'ya', 'allah', 'mana', 'ngisi', 'langsung', 'banyak', 'lagi', 'jadi', 'memudar', 'kepercayaan', 'ku', 'ke', 'sophee']",NEGATIF
"['melaporkan', 'penjualan', 'yang', 'menipu', 'tapi', 'tidak', 'ada', 'respon', 'ya', 'sudah', 'saya', 'uninstal', 'saja', 'toh', 'masih', 'banyak', 'toko', 'online', 'yang', 'lain', 'yang', 'lebih', 'bertanggung', 'jawab', 'terhadap', 'penjual', 'nya']",NEGATIF
"['kok', 'shopee', 'capit', 'nya', 'gak', 'bisa', 'sih', 'perbaiki', 'nggak', 'nanti', 'gue']",NEGATIF
"['kata', 'nya', 'belanja', 'di', 'shopee', 'ini', 'gratis', 'ongkir', 'kok', 'gue', 'belanja', 'gak', 'ngeratis', 'ini', 'gimana', 'ni']",NEGATIF
"['kaya', 'da', 'ad', 'dosa', 'sudah', 'mau', 'terinstall', 'malah', 'teulang', 'haduh', 'payah', 'kau']",NEGATIF
"['beli', 'pulsa', 'di', 'shoppe', 'kok', 'di', 'batasin', 'sih', 'jadi', 'buat', 'apa', 'klaim', 'voucher', 'kalo', 'gak', 'bisa', 'beli', 'pulsanyaaa']",NEGATIF
"['kecewa', 'banget', 'sama', 'aplikasi', 'ini', 'kenapa', 'pengembalian', 'seribet', 'itu', 'sudah', 'jelas', 'penjual', 'salah', 'kirim', 'barang', 'mohon', 'segera', 'di', 'perbaiki', 'bikin', 'rugi', 'orang', 'aja']",NEGATIF
"['shopee', 'makin', 'jelek', 'voucher', 'cuma', 'buat', 'shopeepay', 'semua', 'nggak', 'guna', 'mengecewakan']",NEGATIF
"['hati', 'kena', 'tipu', 'oknum', 'data', 'no', 'tlp', 'bisa', 'bocor', 'kesel', 'banget', 'rugi', 'jt', 'pihak', 'shopee', 'nangani', 'tapi', 'terkesan', 'tidak', 'mau', 'tau', 'tak', 'sarain', 'jangan', 'aktifin', 'shopee', 'pay', 'later']",NEGATIF
"['aplikasi', 'shopee', 'sudah', 'tidak', 'aman', 'sekarang', 'sudah', 'banyak', 'penipu', 'yang', 'ngehack', 'akun', 'shopee', 'oranglain', 'terus', 'mengambil', 'saldo', 'shopeepay', 'yang', 'ada', 'di', 'akun', 'shopee', 'targetnya', 'kalau', 'tidak', 'yaaa', 'org', 'yang', 'ngehack', 'itu', 'membatalkan', 'pesenan', 'si', 'targetnya', 'terus', 'uang', 'yang', 'dicairkan', 'ke', 'shopeepay', 'langsung', 'diambil', 'sama', 'org', 'yang', 'ngehack/penipu', 'pokoknya', 'kalau', 'ada', 'org', 'yang', 'nelpon', 'terus', 'memberitahu', 'ke', 'kita', 'kalau', 'kita', 'dapat', 'hadiah', 'voucher', 'giveaway', 'itu', 'sudah', 'alamat', 'akun', 'shopee', 'kita', 'sudah', 'di', 'hack', 'sama', 'penipu', 'dan', 'akn', 'trjadi', 'sstu', 'pada', 'akun', 'kita']",NEGATIF
"['spam', 'melulu', 'di', 'online', 'internet', 'nganggu', 'aja', 'klau', 'mauain', 'internetan', 'enggak', 'punya', 'modal', 'ya', 'buat', 'iklan', 'di', 'tv']",NEGATIF
"['terkadang', 'kecewa', 'dengan', 'shopee', 'saya', 'pengguna', 'paylater', 'selalu', 'bayar', 'tepat', 'waktu', 'data', 'sudah', 'masuk', 'seharusnya', 'team', 'shopee', 'tau', 'dan', 'di', 'kasih', 'fitur', 'shopee', 'pinjaman', 'karena', 'bisa', 'di', 'liat', 'data', 'pembayaran', 'sangat', 'tempat', 'waktu', 'saya', 'di', 'situ', 'saya', 'kecewa', 'semoga', 'di', 'dengar', 'saran', 'saya', 'dan', 'kecewa', 'saya', 'di', 'team', 'shopee']",NEGATIF
"['ini', 'mah', 'cuman', 'mau', 'daftar', 'nomor', 'telepon', 'gak', 'bisa', 'katanya', 'sudah', 'terdaftar', 'shopee', 'makan', 'uang']",NEGATIF
"['tidak', 'membela', 'hak', 'pembeli', 'hanya', 'membela', 'hak', 'penjual', 'saja', 'ketika', 'kita', 'order', 'dan', 'kita', 'membatalkan', 'ada', 'pusat', 'diskusi', 'menanyakan', 'kenapa', 'di', 'batalkan', 'tapi', 'ketika', 'penjual', 'yang', 'membatalkan', 'tidak', 'ada', 'pusat', 'diskusi', 'nya', 'saya', 'menunggu', 'hari', 'orderan', 'itu', 'dan', 'se', 'enak', 'nya', 'penjual', 'membatalkan', 'begitu', 'sajatanpa', 'tanya', 'ke', 'saya', 'sangat', 'merugikan', 'pelanggan', 'sebaiknya', 'shopee', 'harus', 'adil', 'menganai', 'ini', 'saya', 'tunggu', 'hari', 'tanpa', 'dapat', 'apapun']",NEGATIF
"['ko', 'ngga', 'bisa', 'di', 'donglod']",NEGATIF
"['lemot', 'voucher', 'free', 'ongkir', 'tipu', 'pas', 'di', 'cek', 'harus', 'pakai', 'sapipay', 'koin', 'berkurang', 'aplikasi', 'pelit']",NEGATIF
"['ga', 'ngasih', 'solusi', 'percuma', 'live', 'chet', 'sm', 'agennya', 'malah', 'bikin', 'emosi']",NEGATIF
"['kecewa', 'saya', 'beli', 'produk', 'tapi', 'rusak/kw/tidak', 'ori', 'tolong', 'tumpas', 'toko', 'yang', 'menjual', 'barang', 'palsu', 'fokus', 'layanan', 'mending', 'beli', 'di', 'lazada', 'gampang', 'kualitas', 'terjamin', 'balas', 'jangan', 'cuma', 'diam', 'saja']",NEGATIF
"['kecewa', 'dengan', 'shopee', 'belakangan', 'ini', 'top', 'up', 'shopee', 'pay', 'lebih', 'jam', 'belum', 'diterima', 'dan', 'tidak', 'ditindaklanjuti']",NEGATIF
"['menjijikan', 'sekali', 'aplikasi', 'ini']",NEGATIF
"['maaf', 'sebelumnya', 'knapa', 'aplikasi', 'ini', 'memaksa', 'suda', 'saya', 'batalkan', 'tapi', 'tetap', 'saja', 'di', 'kirim', 'pokonya', 'yng', 'saya', 'batalkan', 'pasti', 'saya', 'tidak', 'bayar']",NEGATIF
"['ini', 'kalau', 'dongkalaut', 'kok', 'lama']",NEGATIF
"['ah', 'gak', 'bagus', 'suka', 'ngehang', 'jangan', 'gunain', 'aplikasi', 'ini']",NEGATIF
"['sekarang', 'dikit', 'perbaruikalau', 'gak', 'perbarui', 'gk', 'loeding']",NEGATIF
"['saya', 'tidak', 'bisa', 'log', 'in', 'setelah', 'ganti', 'hp', 'mau', 'log', 'in', 'pakai', 'nomer', 'hp', 'pakai', 'facebook', 'pakai', 'email', 'juga', 'tidak', 'bisa', 'kenapa', 'jadi', 'ribet', 'banget']",NEGATIF
"['jangan', 'top', 'up', 'ff', 'di', 'sopee', 'saya', 'pernah', 'ketipuu']",NEGATIF
"['shopee', 'elek', 'masa', 'saya', 'baru', 'donload', 'langsung', 'pesen', 'bola', 'kompan', 'pas', 'sampe', 'bolanya', 'malah', 'bocor', 'ga', 'bisa', 'di', 'tambal', 'ga', 'bisa', 'di', 'jahit', 'gimana', 'donk', 'tlong', 'dari', 'pihak', 'shope', 'untuk', 'memperbaiki', 'masalah', 'saya', 'intinya', 'saya', 'nyesel', 'donload', 'aplikasi', 'ini']",NEGATIF
"['mau', 'hapus', 'akun', 'saja', 'sulit', 'gak', 'bisa']",NEGATIF
"['jngn', 'dowload', 'ongkirnya', 'mahal', 'masa', 'barang', 'cuma', 'rb', 'ongkirnya', 'rb']",NEGATIF
"['aplikasiya', 'penjual', 'terbesartapi', 'untuk', 'masuk', 'login', 'ke', 'akun', 'sendiri', 'sangat', 'susah', 'layanan', 'super', 'jelexxx', 'sekali', 'susah', 'mendapatkan', 'kode', 'otapigak', 'ngerti', 'apa', 'masalahnyaaplikasi', 'parahhhh']",NEGATIF
"['saya', 'ada', 'masalah', 'tapi', 'cs', 'tidak', 'bisa', 'menjawab', 'pertanyaan', 'saya', 'terkait', 'dengan', 'masalah', 'saya', 'pokoknya', 'jelek', 'banget', 'cs', 'nya']",NEGATIF
"['saya', 'kecewa', 'sama', 'pihak', 'shopeee', 'karena', 'hari', 'yang', 'lalu', 'saya', 'di', 'tipu', 'saya', 'ditelpon', 'dr', 'pihak', 'shopeee', 'katanya', 'lalu', 'menyuruh', 'saya', 'isi', 'shooppay', 'ribu', 'lalu', 'saya', 'isi', 'dan', 'langsung', 'diketika', 'itu', 'uang', 'saya', 'hilang', 'di', 'akun', 'shopeee', 'nya']",NEGATIF
"['jijikdah', 'dimasukin', 'kode', 'buat', 'login', 'malah', 'kode', 'salah', 'mulugk', 'jelas', 'banget', 'si']",NEGATIF
"['barang', 'nya', 'dateng', 'terus', 'kena', 'tipu', 'sudah', 'beli', 'mahal', 'mahal', 'datang', 'nya', 'kena', 'tipu']",NEGATIF
"['shoper', 'banyak', 'penipuanhati²kami', 'sulit', 'mengambil', 'pengembalian', 'danaaplikasi', 'shopee', 'banyak', 'penipuan']",NEGATIF
"['gtwshoppe', 'maksa', 'gw', 'buat', 'kasi', 'nilaiya', 'gw', 'kasi', 'sekarang']",NEGATIF
"['ada', 'penipuan', 'berkedok', 'kode', 'verifikasi', 'tolong', 'ditindak', 'lanjuti', 'keamanan', 'dalam', 'shopee']",NEGATIF
"['kenapa', 'kok', 'kluar', 'sendiri', 'akun', 'sandi', 'pdhal', 'bner', 'ttep', 'salah', 'mana', 'sudah', 'trlanjur', 'beli', 'barang', 'gimana', 'sih']",NEGATIF
"['sudah', 'di', 'update', 'tapi', 'fitur', 'fontnya', 'tetep', 'ga', 'berubah']",NEGATIF
"['woy', 'shopee', 'kenapa', 'gua', 'setiap', 'mau', 'kirim', 'alamat', 'ada', 'tulisan', 'terjadi', 'kesalahan']",NEGATIF
"['semakin', 'susah', 'tentukan', 'alamat']",NEGATIF
"['kenapa', 'pilihanbarang', 'tidak', 'muncul', 'dilayarmohon', 'bantuanyaterimakasih']",NEGATIF
"['shopeepaylatter', 'tidak', 'muncul']",NEGATIF
"['order', 'barangmau', 'cancel', 'karena', 'salah', 'pilih', 'pembatalan', 'ditolak', 'padahal', 'barang', 'belum', 'dikirim', 'kecewa', 'sangat', 'kecewa', 'sama', 'aplikasinya']",NEGATIF
"['gk', 'pernah', 'daper', 'voucher', 'cok']",NEGATIF
"['kok', 'saya', 'ga', 'bisa', 'ngorder', 'barang']",NEGATIF
"['akun', 'google', 'gw', 'jadi', 'hilang', 'gara', 'gara', 'daftar', 'shopee']",NEGATIF
"['tidak', 'puas', 'akun', 'saya', 'dibatasi', 'ketika', 'mengajukan', 'banding', 'malah', 'ditolak', 'kecewa', 'sekali', 'padahal', 'saya', 'ini', 'sebagai', 'customer', 'selalu', 'percaya', 'kpd', 'pihak', 'shopee', 'tetapi', 'setelah', 'kejadian', 'ini', 'saya', 'kecewa']",NEGATIF
"['shoping', 'kadang²gk', 'bener', 'aku', 'pesen', 'tapi', 'gk', 'di', 'anter']",NEGATIF
"['knapa', 'ya', 'shopee', 'tdak', 'bisa', 'instal']",NEGATIF
"['pemilihan', 'jasa', 'kirim', 'menyedihkan', 'bikin', 'ilfeel', 'bukan', 'peningkatan', 'ini', 'penurunan', 'standar', 'siap', 'ditinggalkan', 'ya']",NEGATIF
"['kecewa', 'sama', 'shopee', 'ada', 'lagi', 'opsi', 'pengiriman', 'kaya', 'dulu', 'yang', 'ada', 'ongkir', 'mkain', 'mahal', 'cari', 'yang', 'laen', 'aja', 'lah', 'ongkir', 'lebih', 'masuk', 'akal']",NEGATIF
"['bukannya', 'makin', 'bagus', 'malah', 'makin', 'jelek', 'aplikasinya', 'keluar', 'sendiri', 'terus']",NEGATIF
"['maaf', 'saya', 'berikan', 'anda', 'bintang', 'yang', 'sebelumnya', 'saya', 'beri', 'bintang', 'tolong', 'kembalikan', 'pilihan', 'untuk', 'memilih', 'jasa', 'pengiriman']",NEGATIF
"['ga', 'bisa', 'pilih', 'jasa', 'pengiriman', 'jnt/sicepat/dkk', 'sekarang', 'impactnya', 'jadi', 'lama', 'pengirimannya']",NEGATIF
"['kemarin', 'aku', 'kasih', 'pi', 'tapi', 'maaf', 'sejak', 'dihapusnya', 'pemilihan', 'jasa', 'pengiriman', 'aku', 'mulai', 'gak', 'suka', 'sama', 'kamu', 'yaa', 'emang', 'kamu', 'maunya', 'kita', 'pembeli', 'di', 'untungkan', 'sama', 'sistem', 'ini', 'namun', 'di', 'lapangan', 'sangat', 'berbeda', 'pi', 'maaf', 'pi', 'aku', 'melirik', 'yang', 'lain', 'kalo', 'kamu', 'mau', 'merubahnya', 'kita', 'bisa', 'jalan', 'terus', 'aku', 'tunggu', 'sistem', 'lamanya', 'kembali']",NEGATIF
"['kalo', 'ada', 'bintang', 'nol', 'saya', 'kasih', 'bintang', 'nol', 'kamu', 'pi', 'kecewa', 'dengan', 'sistem', 'sekarang', 'ga', 'bisa', 'pilih', 'kurir', 'kurir', 'yang', 'biasa', 'datang', 'kerumah', 'saya', 'maanaaaaaa', 'alhasil', 'pakait', 'ga', 'sampai', 'sklipun', 'sampai', 'kurir', 'lu', 'jutex', 'jutex', 'kage', 'ada', 'senyum', 'senyumnya', 'belanja', 'di', 'elu', 'sekarang', 'jadi', 'nyaman', 'ga', 'tenang', 'takut', 'pakaitnya', 'ga', 'sampai', 'seblum', 'lu', 'rubah', 'lagi', 'sistemnya', 'mnding', 'pindah', 'ke', 'sebelah', 'dulu', 'dehbye', 'pee']",NEGATIF
"['males', 'sekarang', 'shopee', 'ga', 'seasik', 'dulu', 'free', 'ongkir', 'harus', 'pakai', 'shopee', 'pay', 'terus', 'bye', 'ah', 'riba', 'ditambah', 'pengiriman', 'kurir', 'gabisa', 'milih', 'makin', 'males', 'belanja', 'online', 'beralih', 'ke', 'si', 'hijau']",NEGATIF
"['asli', 'ongkirnya', 'gede', 'banget']",NEGATIF
"['tolong', 'perbaiki', 'performa', 'aplikasi', 'sering', 'banget', 'gagal', 'proses', 'sama', 'kembalikan', 'pilihan', 'layanan', 'jasa', 'expedisi', 'atau', 'pengiriman', 'jangan', 'random', 'dari', 'pihak', 'shopeenya']",NEGATIF
"['pakait', 'sudah', 'hari', 'statusnya', 'masih', 'di', 'gudang', 'kagak', 'gerak']",NEGATIF
"['tolong', 'kembalikan', 'pilihan', 'jasa', 'kirim', 'seperti', 'dulu']",NEGATIF
"['tolong', 'jsn', 'iklan', 'lo', 'mulu', 'oi']",NEGATIF
"['lelet', 'sekali']",NEGATIF
"['tolong', 'metode', 'pembatalannya', 'di', 'percepat', 'yc']",NEGATIF
"['kenapa', 'berat', 'banget', 'aplikasinya', 'kurang', 'responsif', 'ketika', 'memilih', 'item']",NEGATIF
"['baru', 'download', 'isi', 'saldo', 'shopee', 'pay', 'langsung', 'beli', 'item', 'eh', 'tau', 'aplikasi', 'ga', 'ngrespon', 'pin', 'tapi', 'ga', 'ada', 'pilihan', 'buat', 'ke', 'back', 'screen', 'langsung', 'ada', 'notifikasi', 'shope', 'pay', 'di', 'non', 'aktifkan', 'sudah', 'hubungi', 'cs', 'sampe', 'pulsa', 'abis', 'sudah', 'email', 'ga', 'ada', 'respon', 'aplikasinya', 'yang', 'bobrok', 'sistemnya', 'yang', 'abal', 'tapi', 'customer', 'nya', 'yang', 'ribet', 'auto', 'bintang', 'sudah']",NEGATIF
"['saya', 'tidak', 'bisa', 'menggunakan', 'shopee', 'dengan', 'baik', 'karena', 'sistem', 'nya', 'cod', 'semua', 'padahal', 'saya', 'tidak', 'mengotak', 'ngatiknya', 'sehingga', 'jasa', 'kirim', 'ke', 'kota', 'saya', 'tidak', 'bisamohon', 'di', 'perbaiki', 'shopee', 'ku']",NEGATIF
